group,value
control,4019.00
control,0.00
control,32031.00
control,1584.00
control,204182.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,3856.00
control,0.00
control,2729.00
control,4228.00
control,1278.00
control,0.00
control,441.00
control,0.00
control,0.00
control,0.00
control,0.00
control,9.00
control,0.00
control,91291.00
control,0.00
control,0.00
control,699.00
control,1936.00
control,2347.00
control,0.00
control,3762.00
control,6383.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,963.00
control,0.00
control,0.00
control,2478.00
control,21067.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,803.00
control,0.00
control,0.00
control,0.00
control,6536.00
control,24995.00
control,1828.00
control,80570.00
control,0.00
control,0.00
control,0.00
control,0.00
control,15085.00
control,3472.00
control,2003.00
control,1245.00
control,0.00
control,0.00
control,155724.00
control,639.00
control,127.00
control,4745.00
control,65804.00
control,1510.00
control,0.00
control,0.00
control,5708.00
control,11352.00
control,17.00
control,0.00
control,18337.00
control,0.00
control,0.00
control,1818.00
control,54733.00
control,1243.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,7808.00
control,16.00
control,0.00
control,2755.00
control,0.00
control,11661.00
control,0.00
control,0.00
control,1913.00
control,11487.00
control,162.00
control,2212.00
control,5443.00
control,0.00
control,1990.00
control,12370.00
control,18190.00
control,28.00
control,1274.00
control,0.00
control,0.00
control,59.00
control,43016.00
control,0.00
control,0.00
control,0.00
control,93104.00
control,4326.00
control,0.00
control,7477.00
control,0.00
control,0.00
control,0.00
control,1679.00
control,0.00
control,3052.00
control,0.00
control,0.00
control,2867.00
control,9123.00
control,0.00
control,14942.00
control,2204.00
control,0.00
control,0.00
control,9426.00
control,6596.00
control,0.00
control,15089.00
control,5114.00
control,0.00
control,80623.00
control,5052.00
control,2348.00
control,19015.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,8785.00
control,21474.00
control,0.00
control,0.00
control,0.00
control,2807.00
control,26688.00
control,742.00
control,44.00
control,1668.00
control,1323.00
control,0.00
control,0.00
control,0.00
control,75167.00
control,0.00
control,91.00
control,0.00
control,0.00
control,0.00
control,1708.00
control,0.00
control,1811.00
control,0.00
control,7020.00
control,0.00
control,1653.00
control,0.00
control,0.00
control,0.00
control,13651.00
control,0.00
control,0.00
control,18.00
control,0.00
control,0.00
control,1240.00
control,0.00
control,5574.00
control,0.00
control,0.00
control,0.00
control,5029.00
control,148053.00
control,1805.00
control,0.00
control,12351.00
control,0.00
control,6158.00
control,0.00
control,0.00
control,37339.00
control,0.00
control,0.00
control,0.00
control,3631.00
control,0.00
control,87.00
control,25.00
control,5281.00
control,100.00
control,24003.00
control,0.00
control,5918.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,8.00
control,11081.00
control,7095.00
control,10579.00
control,5059.00
control,0.00
control,0.00
control,7020.00
control,929.00
control,0.00
control,146.00
control,1119.00
control,8.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,2425.00
control,467.00
control,0.00
control,4681.00
control,47804.00
control,59493.00
control,797.00
control,5473.00
control,0.00
control,0.00
control,23537.00
control,0.00
control,8802.00
control,1174.00
control,0.00
control,250914.00
control,0.00
control,0.00
control,0.00
control,7947.00
control,2844.00
control,61.00
control,580.00
control,6510.00
control,6690.00
control,0.00
control,7.00
control,0.00
control,0.00
control,10782.00
control,0.00
control,0.00
control,5539.00
control,14493.00
control,0.00
control,0.00
control,0.00
control,1600.00
control,6215.00
control,0.00
control,3893.00
control,429.00
control,0.00
control,4625.00
control,0.00
control,1192.00
control,47772.00
control,0.00
control,6840.00
control,314.00
control,2014.00
control,37667.00
control,5296.00
control,0.00
control,0.00
control,64470.00
control,0.00
control,2260.00
control,902.00
control,19921.00
control,37199.00
control,0.00
control,1000.00
control,0.00
control,0.00
control,0.00
control,1953.00
control,0.00
control,140.00
control,33139.00
control,4.00
control,0.00
control,0.00
control,3392.00
control,0.00
control,71051.00
control,0.00
control,12824.00
control,3916.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,1740.00
control,27801.00
control,0.00
control,1938.00
control,6746.00
control,20909.00
control,0.00
control,3383.00
control,2621.00
control,4812.00
control,0.00
control,0.00
control,6402.00
control,0.00
control,0.00
control,0.00
control,3835.00
control,0.00
control,104.00
control,0.00
control,0.00
control,2560.00
control,0.00
control,0.00
control,11.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,1918.00
control,0.00
control,0.00
control,1601.00
control,0.00
control,1705.00
control,0.00
control,0.00
control,0.00
control,6875.00
control,0.00
control,0.00
control,182.00
control,0.00
control,903.00
control,0.00
control,0.00
control,0.00
control,4592.00
control,0.00
control,0.00
control,0.00
control,4182.00
control,0.00
control,0.00
control,0.00
control,7305.00
control,3192.00
control,0.00
control,0.00
control,42423.00
control,8036.00
control,0.00
control,0.00
control,0.00
control,1337.00
control,0.00
control,0.00
control,10547.00
control,4787.00
control,0.00
control,811.00
control,0.00
control,6519.00
control,0.00
control,0.00
control,0.00
control,0.00
control,3260.00
control,0.00
control,95.00
control,386.00
control,0.00
control,9724.00
control,99217.00
control,9175.00
control,33919.00
control,4268.00
control,0.00
control,0.00
control,0.00
control,7.00
control,0.00
control,22804.00
control,0.00
control,41253.00
control,0.00
control,0.00
control,20.00
control,13121.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,7064.00
control,1940.00
control,0.00
control,8559.00
control,0.00
control,1267.00
control,0.00
control,0.00
control,0.00
control,0.00
control,560.00
control,60.00
control,0.00
control,0.00
control,0.00
control,0.00
control,708.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,66.00
control,0.00
control,1233.00
control,5.00
control,0.00
control,18355.00
control,0.00
control,8710.00
control,6331.00
control,0.00
control,0.00
control,22007.00
control,0.00
control,1796.00
control,13.00
control,32763.00
control,16588.00
control,0.00
control,29812.00
control,0.00
control,0.00
control,0.00
control,0.00
control,974.00
control,0.00
control,0.00
control,0.00
control,1600.00
control,0.00
control,36375.00
control,0.00
control,0.00
control,7007.00
control,0.00
control,452.00
control,7795.00
control,0.00
control,20.00
control,28526.00
control,9143.00
control,4902.00
control,4759.00
control,14888.00
control,2060.00
control,2880.00
control,0.00
control,10184.00
control,0.00
control,0.00
control,0.00
control,0.00
control,4309.00
control,820.00
control,0.00
control,31573.00
control,0.00
control,0.00
control,0.00
control,26086.00
control,1424.00
control,99.00
control,8430.00
control,0.00
control,401.00
control,3877.00
control,10096.00
control,0.00
control,5154.00
control,0.00
control,4751.00
control,436.00
control,13604.00
control,0.00
control,0.00
control,0.00
control,4806.00
control,0.00
control,35003.00
control,0.00
control,0.00
control,24403.00
control,0.00
control,11135.00
control,132123.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,3652.00
control,42961.00
control,0.00
control,3700.00
control,0.00
control,0.00
control,5144.00
control,3399.00
control,7134.00
control,0.00
control,4402.00
control,0.00
control,0.00
control,3439.00
control,6141.00
control,6703.00
control,5699.00
control,1584.00
control,5484.00
control,8.00
control,37599.00
control,52646.00
control,0.00
control,18127.00
control,0.00
control,0.00
control,80726.00
control,6902.00
control,0.00
control,1668.00
control,0.00
control,10.00
control,0.00
control,0.00
control,1663.00
control,5601.00
control,56445.00
control,39405.00
control,0.00
control,0.00
control,0.00
control,3.00
control,0.00
control,0.00
control,0.00
control,0.00
control,0.00
control,20.00
control,19617.00
control,13236.00
control,0.00
control,2784.00
control,2823.00
control,12299.00
control,8337.00
control,5584.00
control,0.00
control,10733.00
control,2573.00
control,428.00
control,0.00
control,69531.00
control,0.00
control,14121.00
control,0.00
control,32.00
control,0.00
control,11458.00
control,0.00
control,263.00
control,5223.00
control,396.00
control,135563.00
control,0.00
control,0.00
control,0.00
control,5569.00
control,1444.00
control,11.00
control,6892.00
control,4712.00
control,44950.00
control,1205.00
control,4379.00
control,0.00
control,5613.00
control,0.00
control,0.00
control,0.00
control,6951.00
control,4.00
control,511.00
control,1145.00
control,1295.00
control,0.00
control,7234.00
control,0.00
control,125.00
control,194.00
control,60.00
control,8336.00
control,0.00
control,6440.00
control,0.00
control,36286.00
control,38.00
control,0.00
control,4656.00
control,0.00
control,3171.00
control,61.00
control,0.00
control,1003.00
control,10689.00
control,0.00
control,51.00
control,0.00
control,72.00
control,0.00
control,0.00
control,1132.00
control,17514.00
control,0.00
control,0.00
control,2224.00
control,0.00
control,24.00
control,0.00
control,0.00
control,0.00
control,365.00
control,3607.00
control,2318.00
control,21599.00
control,2456.00
control,0.00
control,15370.00
control,57533.00
control,30331.00
control,0.00
control,2216.00
control,0.00
control,0.00
control,8.00
control,6900.00
control,29328.00
control,1275.00
control,2810.00
control,0.00
control,0.00
control,349.00
control,0.00
control,2270.00
control,72.00
control,1962.00
control,6192.00
control,329940.00
control,5.00
control,0.00
control,17468.00
control,924.00
